N,id_TT,name_TT,address,latitude,longitude,region_tt
2007,12300,2007М_Беломорская26,"Москва ул. Беломорская, д. 26, стр. 2",55.864156,37.474345,Москва
2013,12306,2013МТ_Кутузовский32_п6,"Москва пр-т Кутузовский, д. 32 к. 1 пом 6",55.741358,37.531460,Москва
2014,12307,2014МТ_Кутузовский32_п7,"Москва пр-т Кутузовский , д. 32 к. 1 пом 7",55.741358,37.531460,Москва
2015,12308,2015МТ_Кутузовский32_пА21,"Москва пр-т Кутузовский, д. 32 к. 1 пом А21",55.740421,37.532071,Москва
2018,12311,2018М_МалаяПироговская21,"Москва ул. Малая Пироговская, д. 21",55.727161,37.566818,Москва
2023,12316,2023М_Остоженка20,"Москва ул. Остоженка, д. 20",55.741298,37.598339,Москва
2027,12320,2027Ш_Новокосинская18,"Москва ул. Новокосинская, д. 18",55.739260,37.859219,Москва
2029,12322,2029М_Селезневская30,"Москва ул. Селезневская, д. 30 к. Б-В",55.780699,37.609607,Москва
2033,12326,2033М_Ломоносовский34,"Москва пр-т Ломоносовский, д. 34",55.708323,37.511023,Москва
2039,12332,2039Ш_Кунцевская10,"Москва ул. Кунцевская, д. 10",55.731288,37.412981,Москва
2042,12335,2042Ш_Кременчугская22,"Москва ул. Кременчугская, д. 22, стр. 1",55.717790,37.461425,Москва
2044,12337,2044Ш_БорисаГалушкина16,"Москва ул. Бориса Галушкина, д. 16",55.823115,37.655850,Москва
2045,12338,2045М_ОлимпийскаядеревняМичур19,"Москва пр-т Олимпийская деревня Мичуринский, д. 19, стр. 1",55.672778,37.458310,Москва
2049,12342,2049М_Саратовская3,"Москва ул. Саратовская, д. 3, к. 1",55.713958,37.732224,Москва
2055,12348,2055Ш_Тайнинская16,"Москва ул. Тайнинская, д. 16, к. 1",55.880924,37.684748,Москва
2085,12378,2085М_Автозаводская13,"Москва ул. Автозаводская, д. 13/1",55.705758,37.656092,Москва
2087,12380,2087М_Новочеремушкинская44,"Москва ул. Новочеремушкинская, д. 44 стр. 1",55.672641,37.568461,Москва
2094,12388,2094М_Пролетарский23,"Москва Пролетарский пр-т, д. 23",55.636900,37.656586,Москва
2098,12392,2098М_Солнцевский2,"Москва пр-т Солнцевский, д. 2, стр. 3",55.652578,37.396865,Москва
2099,12393,2099М_Родионовская12,"Москва ул. Родионовская, д. 12",55.893854,37.389607,Москва
2104,12400,2104М_БольшаяСерпуховская50,"Москва ул. Большая Серпуховская , д. 50/2 стр. 1",55.721569,37.626978,Москва
2105,12401,2105М_Тро_Октябрьский9,"Москва пр-т Октябрьский, д. 9А + ""ВкусВиллАйс""",55.476031,37.295975,Москва
2109,12406,2109М_Кронштадтский47,"Москва б-р Кронштадтский, д. 47",55.851717,37.511724,Москва
2113,12410,2113М_Островитянова13,"Москва ул. Островитянова, д. 13",55.640848,37.502750,Москва
2117,12414,2117Ш_Изумрудная24,"Москва ул. Изумрудная, д. 24",55.872183,37.684712,Москва
2134,12436,2134М_БольшаяЧеремушкинская1,"Москва ул. Большая Черемушкинская, д. 1",55.690278,37.601879,Москва
2145,12458,2145М_БольшаяФилевская4,"Москва ул. Большая Филевская, д. 4",55.753686,37.513143,Москва
2146,12459,2146Ш_Краснодарская15,"Москва ул. Краснодарская, д. 15/17",55.677575,37.746436,Москва
2148,12461,2148М_МалыйПалашевский6,"Москва пер. Малый Палашевский, д. 6",55.765200,37.602705,Москва
2154,12468,2154Ш_Космонавтов12,"Москва ул. Космонавтов, д. 12",55.820845,37.652759,Москва
2166,12481,2166М_УлофаПальме1,"Москва ул. Улофа Пальме, д. 1",55.717847,37.512191,Москва
2168,12483,2168М_АдмиралаРуднева2,"Москва ул. Адмирала Руднева, д. 2",55.544199,37.525585,Москва
2184,12499,2184М_3-яЯмскогоПоля9,"Москва ул. 3-я Ямского Поля, д. 9",55.781626,37.580894,Москва
2186,12501,2186МТ_Кутузовский32_11,"Москва пр-т Кутузовский , д. 32, этаж 11, пом 11В03",55.741358,37.531460,Москва
2198,12513,2198МТ_3йНижнелихоборский3,"Москва пр. 3-й Нижнелихоборский, д. 3, стр. 6",55.845936,37.564680,Москва
2203,12518,2203М_Мосфильмовская70,"Москва ул. Мосфильмовская, д. 70",55.715791,37.508112,Москва
2204,12519,2204Ш_ЮныхЛенинцев3,"Москва ул. Юных Ленинцев, д. 3",55.699558,37.736024,Москва
2208,12523,2208Ш_Покровка8,"Москва ул. Покровка, д. 8",55.758797,37.642689,Москва
2209,12524,2209М_Пятницкое21,"Москва Пятницкое шоссе, д. 21 + ""ВкусВиллАйс""",55.847705,37.370581,Москва
2213,12528,2213Ш_Самаркандскийквартал137,"Москва б-р Самаркандский квартал, д. 137А, к. 6",55.699177,37.817448,Москва
2215,12530,2215Ш_Вавилова17,"Москва ул. Вавилова, д. 17",55.701861,37.580679,Москва
2217,12532,2217М_Новопетровская3,"Москва ул. Новопетровская, д. 3",55.827681,37.521255,Москва
2218,12533,2218М_Енисейская11,"Москва ул. Енисейская, д. 11",55.865263,37.661464,Москва
2223,12538,2223Ш_МиляАвиаконструктора14,"Москва ул. Авиаконструктора Миля, д. 14",55.682392,37.855572,Москва
2224,12539,2224М_Смоленский1,"Москва б-р Смоленский, д. 1/2",55.738916,37.584649,Москва
2226,12541,2226М_АлександрыМонаховой94,"Москва ул. Александры Монаховой, д. 94, к. 1",55.542452,37.484280,Москва
2270,12585,2270М_АкадемикаВиноградова5,"Москва ул. Академика Виноградова, д. 5",55.632820,37.484846,Москва
2278,12593,2278М_Рогачёвский4,"Москва Рогачёвский пер., д. 4, к. 1",55.867713,37.552741,Москва
2281,12596,2281М_Ярцевская29,"Москва ул. Ярцевская, д. 29, к. 1",55.742367,37.417706,Москва
2284,12599,2284М_БольшаяСадовая1,"Москва ул. Большая Садовая, д. 1",55.766309,37.590623,Москва
2286,12601,2286М_Алабяна10,"Москва ул. Алабяна, д. 10, к. 1",55.800387,37.503980,Москва
2296,12611,2296М_Русанова35,"Москва пр. Русанова, д. 35",55.856982,37.637569,Москва
2297,12612,2297М_Березоваяаллея17,"Москва ул. Березовая аллея, д. 17, к. 1",55.850909,37.617527,Москва
2302,12617,2302Ш_Сиреневый69,"Москва б-р Сиреневый, д. 69, к. 1",55.803651,37.824679,Москва
2303,12618,2303М_Бажова8,"Москва ул. Бажова, д. 8",55.832889,37.662228,Москва
2311,12626,2311М_Бауманская56,"Москва ул. Бауманская, д. 56/17, стр. 1",55.768755,37.679116,Москва
2322,12637,2322МТ_Лесная7эт5,"Москва ул. Лесная, д. 7, к., 5 этаж",55.778639,37.587901,Москва
2329,12644,2329М_Дубнинская16,"Москва ул. Дубнинская, д. 16, к. 1",55.868829,37.562919,Москва
2331,12646,2331М_Дмитровское68,"Москва ш. Дмитровское, д. 68",55.858529,37.559847,Москва
2334,12649,2334М_АкадемикаПилюгина18,"Москва ул. Академика Пилюгина , д. 18",55.668447,37.533831,Москва
2335,12650,2335М_Шелепихинское17,"Москва ш. Шелепихинское , д. 17, к. 1",55.759086,37.521093,Москва
2336,12651,2336М_МаршалаЖукова39,"Москва пр-т Маршала Жукова, д. 39, к. 1",55.775307,37.471237,Москва
2338,12653,2338М_ВерхняяРадищевская22,"Москва ул. Верхняя Радищевская, д. 22",55.742656,37.653218,Москва
2344,12660,2344М_Бакулева6,"Москва ул. Академика Бакулева, д. 6",55.643109,37.486311,Москва
2351,12667,2351М_Таганская26,"Москва ул. Таганская, д. 26, стр. 1",55.739666,37.663458,Москва
2362,12677,2362МТ_Скаковая17,"Москва ул. Скаковая, д. 17, стр. 2",55.777910,37.573564,Москва
2365,12680,2365М_Планерная12,"Москва ул. Планерная, д. 12, к. 1",55.862141,37.436634,Москва
2371,12686,2371Ш_МаршалаСавицкого26,"Москва ул. Маршала Савицкого, д. 26, к. 2",55.503038,37.594549,Москва
2373,12688,2373М_Цветной20,"Москва б-р Цветной, д. 20/1",55.770552,37.622657,Москва
2374,12689,2374Ш_ЛетчикаБабушкина31,"Москва ул. Летчика Бабушкина, д. 31",55.870435,37.675002,Москва
2375,12690,2375МТ_Ленинградский15,"Москва пр-т Ленинградский, д. 15, стр. 1",55.781458,37.572432,Москва
2379,12694,2379Ш_Окская2,"Москва ул. Окская, д. 2",55.709926,37.748699,Москва
2407,12712,2407Ш_Столетова7,"Москва ул. Столетова, д. 7",55.704413,37.503352,Москва
2411,12716,2411Ш_Мироновская18,"Москва ул. Мироновская, д. 18",55.786995,37.733367,Москва
2418,12724,2418М_Трофимова3,"Москва ул. Трофимова, д. 3",55.703505,37.662713,Москва
2421,12727,2421Ж_Одоевского11,"Москва пр. Одоевского, д. 11А, стр. 1",55.598990,37.516269,Москва
2429,12734,2429М_Веселая4,"Москва ул. Веселая, д. 4",55.621877,37.666468,Москва
2441,12746,2441Ш_Дубнинская2,"Москва ул. Дубнинская, д. 2, к. 2",55.856159,37.567509,Москва
2443,12748,2443М_2Сокольническая3,"Москва ул. 2-я Сокольническая, д. 3Б стр. 1",55.787356,37.682835,Москва
2450,12755,2450Ш_Дыбенко14,"Москва ул. Дыбенко, д. 14, к. 2",55.870531,37.486005,Москва
2451,12756,2451М_Планерная7,"Москва ул. Планерная, д. 7, к. 1",55.863358,37.433508,Москва
2455,12760,2455М_Старокачаловская5,"Москва ул. Старокачаловская, д. 5, стр. а",55.569846,37.579044,Москва
2464,12769,2464Ш_Нахимовский22,"Москва пр-т Нахимовский, д. 22",55.669554,37.588871,Москва
2496,12801,2496М_Игральная10,"Москва ул. Игральная, д. 10",55.816061,37.714995,Москва
2502,12807,2502МТ_Вавилова9,"Москва ул. Вавилова, д. 9",55.704230,37.586086,Москва
2503,12808,2503МТ_МашиПорываевой34,"Москва ул. Маши Порываевой, д. 34",55.772168,37.648456,Москва
2504,12809,2504МТ_СергеяМакеева13эт4,"Москва ул. Сергея Макеева, д. 13",55.763356,37.551259,Москва
2514,12821,2514М_Шолохова30,"Москва ул. Шолохова, д. 30",55.643983,37.343532,Москва
2515,12822,2515Ш_Прядильная2я4,"Москва ул. Прядильная 2-я, д. 4",55.795160,37.776916,Москва
2524,12831,2524Ш_ПртМира56,"Москва пр-т Мира, д. 56, стр. 2",55.784000,37.635620,Москва
2527,12833,2527Ш_Голубинская32,"Москва ул. Голубинская, д. 32/2",55.594489,37.544449,Москва
2528,12834,2528М_Кутузовский35,"Москва проспект Кутузовский, д. 35",55.740639,37.538269,Москва
2538,12844,2538МТ_БНоводмитровская14с1эт6,"Москва ул. Большая Новодмитровская, д. 14, к. 1, этаж 6",55.800559,37.585691,Москва
2547,12853,2547М_1-яОстанкинская23,"Москва ул. 1-я Останкинская, д. 23",55.824369,37.622378,Москва
2550,12856,2550МТ_Кржижановского16,"Москва ул. Кржижановского, д. 16, к. 3",55.680001,37.568821,Москва
2552,12858,2552МТ_МаршалаЖукова1,"Москва ул. Маршала Жукова, д. 1, стр. 1",55.775094,37.506523,Москва
2553,12859,2553Ш_Снежная16,"Москва ул. Снежная, д. 16, к. 6",55.851844,37.646363,Москва
2554,12860,2554М_Кутузовский45,"Москва пр-т Кутузовский, д. 45, стр. 1",55.737076,37.525854,Москва
2558,12864,2558М_МаршалаРокоссовского4,"Москва б-р Маршала Рокоссовского, д. 4",55.811103,37.730006,Москва
2560,12866,2560М_Дегунинская10,"Москва ул. Дегунинская, д. 10, к. 1",55.865470,37.537649,Москва
2565,12871,2565М_Барклая7,"Москва ул. Барклая, д. 7, к. 1",55.740673,37.500428,Москва
2572,12878,2572Ш_Новая10,"Москва ул. Новая, д. 10",55.875203,37.513296,Москва
2573,12879,2573М_Удальцова65,"Москва ул. Удальцова, д. 65",55.678961,37.500621,Москва
2583,12889,2583М_Нововатутинский7,"Москва пр-т Нововатутинский, д. 7",55.517016,37.347979,Москва
2586,12892,2586Ш_Минская9,"Москва ул. Минская, д. 9",55.737502,37.484352,Москва
2590,12895,2590М_Вернадского94,"Москва пр-т Вернадского, д. 94, к. 1",55.652659,37.475513,Москва
2604,12909,2604МТ_Киевского22км6,"Москва ш. Киевского 22 км., д. 6, стр. 1",55.633816,37.431936,Москва
2613,12918,2613МТ_Юннатов18,"Москва ул. Юннатов, д. 18, этаж 2",55.802639,37.558948,Москва
2614,12919,2614МТ_ЛьваТолстого16,"Москва ул. Льва Толстого, д. 16, БЦ Морозов, 3-ий подъезд, 2 этаж",55.732327,37.589832,Москва
2618,12923,2618МТ_Хуторская2ая38эт5,"Москва ул. Хуторская 2-ая, д. 38А стр. 14, этаж 5",55.806130,37.568911,Москва
2619,12924,2619МТ_БНоводмитровская14,"Москва ул. Б. Новодмитровская, д. 14, стр. 1 этаж 3",55.800559,37.585691,Москва
2633,12935,2633М_АкадемикаЯнгеля1,"Москва ул. Академика Янгеля, д. 1, к. 1",55.594056,37.598115,Москва
2636,12938,2636М_Кастанаевская17,"Москва ул. Кастанаевская, д. 17",55.737917,37.490973,Москва
2639,12941,2639Ш_Планетная45,"Москва ул. Планетная, д. 45",55.805533,37.539563,Москва
2640,12942,2640Ш_Южнобутовская42,"Москва ул. Южнобутовская, д. 42",55.539889,37.536365,Москва
2651,12952,2651М_Щер_БарышевскаяРоща22,"Москва ул. Барышевская Роща, д. 22",55.502666,37.538287,Москва
2654,12955,2654М_ГенералаБелова29,"Москва ул. генерала Белова, д. 29",55.614973,37.721328,Москва
2664,12965,2664МТ_Ленинскиегоры1эт2,"Москва ул. Ленинские горы, д. 1, стр. 77, этаж 2",55.708364,37.521632,Москва
2669,12970,2669МТ_АкадемикаСахарова10эт6,"Москва пр-т Академика Сахарова, д. 10, этаж 6",55.768699,37.641962,Москва
2670,12971,2670МТ_Тверская22,"Москва ул. Тверская, д. 22",55.767418,37.601169,Москва
2672,12973,2672М_Паустовского2,"Москва ул. Паустовского, д. 2/34",55.603120,37.541368,Москва
2673,12974,2673МТ_Озерковская28,"Москва ул. Озерковская набережная, д. 28 стр. 3, этаж 4",55.738333,37.637021,Москва
2674,12975,2674МТ_3яРыбинская18,"Москва ул. 3я Рыбинская, д. 18 стр. 2",55.790514,37.660153,Москва
2676,12977,2676МТ_Андропова18к3эт7,"Москва пр-т Андропова, д. 18, к. 3, 6 этаж",55.694500,37.662021,Москва
2677,12978,2677МТ_Уланский26,"Москва пер. Уланский, д. 26",55.769955,37.641755,Москва
2699,12999,2699М_Авиамоторная47,"Москва ул. Авиамоторная, д. 47",55.749927,37.718830,Москва
2712,13012,2712Ш_Гришина23,"Москва ул. Гришина , д. 23, к. 1",55.724545,37.415011,Москва
2713,13013,2713Ш_Нахимовский28,"Москва пр-т Нахимовский, д. 28, к. 1",55.673372,37.577472,Москва
2714,13014,2714МТ_Кочновский4_эт2,"Москва пр. Кочновский, д. 4, к. 3, этаж 2",55.807319,37.544764,Москва
2718,13018,2718М_Славянский9,"Москва б-р Славянский, д. 9, к. 1",55.726244,37.467536,Москва
2720,13020,2720М_Садовническая51,"Москва ул. Садовническая, д. 51, стр. 1",55.742812,37.639525,Москва
2724,13024,2724МТ_2-йЮжнопортовый12эт3,"Москва пр. 2-й Южнопортовый, д. 12а, к. 1, этаж 3",55.701775,37.689195,Москва
2727,13027,2727МТ_Волгоградский32к45эт3,"Москва пр-т Волгоградский, д. 32 к. 45, этаж 3",55.721833,37.695259,Москва
2729,13029,2729МТ_Вавилова19Сэт2,"Москва ул. Вавилова, д. 19, корпус С, этаж 2",55.700182,37.580158,Москва
2732,13032,2732МТ_Вавилова19А14,"Москва ул. Вавилова, д. 19, корпус А, этаж 14",55.700182,37.580158,Москва
2741,13041,2741МТ_Пресненская6_эт35,"Москва наб. Пресненская, д. 6, стр. 2, этаж 35",55.748143,37.540488,Москва
2753,13053,2753МТ_Ленинградское16стр2,"Москва ш. Ленинградское, д. 16А, стр. 2",55.821573,37.498725,Москва
2755,13055,2755МТ_1-ыйМагистральный11,"Москва пр. 1-ый Магистральный, д. 11, стр. 1",55.765716,37.525324,Москва
2759,13058,2759МТ_НижнийСусальный5стр19эт3,"Москва пер. Нижний Сусальный, д. 5, стр. 19",55.759370,37.666036,Москва
2761,13060,2761МТ_Ленинградский31эт32,"Москва пр-т Ленинградский, д. 31А, стр. 1, этаж 32",55.784207,37.559550,Москва
2766,13064,2766МТ_Андропова18эт7,"Москва пр-т Андропова, д. 18, к. 6, эт. 7",55.692861,37.662210,Москва
2768,13066,2768МТ_Правды8эт6,"Москва ул. Правды, д. 8, к. 1, этаж 6",55.784152,37.579205,Москва
2771,13069,2771М_Мос_ТатьянинПарк19,"Москва п. Московский, ул. Татьянин Парк, д. 19, к. 1",55.657347,37.426168,Москва
2773,13071,2773М_Бутлерова4,"Москва Москва, ул. Бутлерова, д. 4",55.653228,37.525001,Москва
2791,13072,2791МТ_Варшавское9стр1эт2,"Москва ул. Варшавское, д. 9, стр. 1, этаж 2",55.700318,37.625038,Москва
2793,13074,2793МТ_БольшаяНоводмитровская23,"Москва ул. Большая Новодмитровская, д. 23, стр. 5",55.803519,37.584353,Москва
2852,13132,2852М_Новоясеневский1,"Москва пр-т Новоясеневский, д. 1, к. 2",55.619940,37.507205,Москва
2853,13133,2853М_Дмитровское13,"Москва ш. Дмитровское, д. 13А",55.818710,37.573501,Москва
2862,13141,2862МТ_Поклонная3к1эт3,"Москва ул. Поклонная, д. 3, к. 1, этаж 3",55.737294,37.534586,Москва
2863,13142,2863МТ_Поклонная3эт18,"Москва ул. Поклонная, д. 3 к. 1, этаж 18",55.737294,37.534586,Москва
2867,13146,2867МТ_Щукинская2эт3,"Москва ул. Щукинская, д. 2, этаж 3",55.809636,37.481927,Москва
2868,13147,2868МТ_Головинское5эт19,"Москва ш. Головинское, д. 5, к. 1, этаж 19",55.840240,37.492024,Москва
2871,13150,2871М_Ком_Ясная5,"Коммунарка ул. Ясная, д. 5",55.567260,37.475710,Москва
2872,13151,2872Ш_ЩапЩапово54,"Москва  Щаповское, поселок Щапово, д. 54, к. 141",55.418890,37.407681,Москва
2875,13154,2875М_Валовая32,"Москва ул. Валовая, д. 32/75, стр. 1",55.730264,37.625909,Москва
2888,13168,2888Ш_Вересаева12,"Москва ул. Вересаева, д. 12",55.718532,37.444961,Москва
2889,13169,2889МТ_Краснопресненская14,"Москва наб. Краснопресненская, д. 14, стр. 1, этаж 9",55.752637,37.548204,Москва
2907,13183,2907МТ_Соймоновский5,"Москва пр. Соймоновский, д. 5, этаж 5",55.743233,37.604358,Москва
2909,13185,2909М_АкадемикаКомарова5,"Москва ул. Академика Комарова, д. 5А",55.829092,37.594908,Москва
2915,13188,2915МТ_бульвар_Энтузиастов2эт8,"Москва б-р Энтузиастов, д. 2, 8 этаж",55.746405,37.682592,Москва
2931,13203,2931М_Каширское26,"Москва ш. Каширское, д. 26, к. 2",55.653512,37.648169,Москва
2937,13210,2937МТ_Краснопролетарская16эт3,"Москва ул. Краснопролетарская, д. 16, стр. 3, этаж 3",55.778507,37.607547,Москва
2962,13235,2962М_Поляны5,"Москва ул. Поляны, д. 5",55.557765,37.555023,Москва
2986,13259,2986МТ_Шарикоподшипниковская1эт8,"Москва ул. Шарикоподшипниковская, д. 1, этаж 8",55.722953,37.665641,Москва
2989,13262,2989М_Ярцевская34,"Москва ул. Ярцевская, д. 34, к. 2",55.741673,37.419422,Москва
2991,13264,2991МТ_Ленинградский36с11,"Москва пр-т Ленинградский, д. 36, стр. 11 1 этаж",55.788353,37.567922,Москва
2992,13265,2992М_Красноказарменная10,"Москва ул. Красноказарменная, д. 10",55.757379,37.697837,Москва
3012,13283,3012МТ_Нарвская21,"Москва ул. Нарвская, д. 21",55.842221,37.501600,Москва
3019,13295,3019МТ_3яХорошевская12_эт2,"Москва ул. 3-я Хорошевская, д. 12, этаж 2",55.787396,37.499372,Москва
3024,13301,3024Ш_Орджоникидзе9,"Москва ул. Орджоникидзе, д. 9, к. 1",55.709962,37.598483,Москва
3029,13306,3029МТ_Европы2эт1,"Москва пл. Европы, д. 2, этаж 1",55.741804,37.567779,Москва
3030,13307,3030М_Зел_Георгиевский37,"Зеленоград пр-т Георгиевский, д. 37, к. 1",55.968000,37.150583,Москва
3031,13308,3031МТ_Партийный1эт1,"Москва пер. Партийный, д. 1, к. 57, этаж 1",55.719571,37.629439,Москва
3036,13313,3036М_Зацепскийвал4,"Москва ул. Зацепский вал, д. 4, стр. 2",55.733026,37.639869,Москва
3039,13316,3039М_Мичуринский16,"Москва пр-т Мичуринский, д. 16",55.703119,37.506047,Москва
3050,13327,3050МТ_Андропова18к3эт11,"Москва пр-т Андропова, д. 18, к. 3",55.695022,37.662740,Москва
3051,13328,3051МТ_Андропова18эт5,"Москва пр-т Андропова, д. 18, к. 5 этаж 5",55.692308,37.662785,Москва
3057,13335,3057Ш_Воронежская16,"Москва ул. Воронежская, д. 16",55.609985,37.732620,Москва
3062,13342,3062М_Рублевское62,"Москва ш. Рублевское, д. 62",55.766212,37.380875,Москва
3069,13349,3069МТ_Боровая3,"Москва ул. Боровая, д. 3, к. 1",55.771702,37.715084,Москва
3070,13350,3070МТ_Никопольская4_эт3,"Москва ул. Никопольская, д. 4 этаж 3",55.585337,37.621471,Москва
3072,13352,3072М_БольшаяСпасская8,"Москва ул. Большая Спасская , д. 8, стр. 1А",55.775839,37.644171,Москва
3142,13421,3142М_Куусинена4,"Москва ул. Куусинена, д. 4а, к. 1",55.780279,37.516602,Москва
3145,13424,3145МТ_Зубовский4,"Москва б-р Зубовский, д. 4, стр. 1 этаж 2",55.737355,37.590488,Москва
3146,13425,3146Ш_Братеевская37,"Москва ул. Братеевская, д. 37, к. 1",55.636971,37.769253,Москва
3151,13429,3151Ш_Сеславинская24,"Москва ул. Сеславинская, д. 24",55.742975,37.492419,Москва
3155,13433,3155М_АндреяТарковского1,"Москва б-р Андрея Тарковского, д. 1",55.629537,37.340739,Москва
3157,13435,3157МТ_Каланчевская27эт1,"Москва ул. Каланчевская, д. 27 этаж 1",55.774786,37.650334,Москва
3178,13457,3178МТ_1-йНагатинский10эт10,"Москва пр. 1-й Нагатинский , д. 10, стр. 1 этаж 10",55.678042,37.630966,Москва
3179,13458,3179Ш_МаршалаРыбалко5,"Москва ул. Маршала Рыбалко, д. 5",55.796486,37.493039,Москва
3184,13463,3184Ш_Трофимова13,"Москва ул. Трофимова, д. 13",55.703231,37.670753,Москва
3249,13528,3249МТ_Цветной2эт7,"Москва б-р Цветной, д. 2",55.768025,37.623483,Москва
3254,13532,3254М_Комсомольский48,"Москва пр-т Комсомольский, д. 48/22",55.719825,37.571174,Москва
3255,13533,3255МТ_Переведеновский17эт2,"Москва пер. Переведеновский , д. 17, к. 1 этаж 2",55.780709,37.691351,Москва
3267,13542,3267М_Кронштадтский7,"Москва б-р Кронштадтский, д. 7",55.840902,37.487397,Москва
3269,13544,3269МТ_БольшойКисловский11эт1,"Москва пер. Большой Кисловский , д. 11",55.755257,37.605822,Москва
3271,13546,3271Ш_мкрЦентральный9,"Москва п Вороновское, п. ЛМС, мкр Центральный мкр, д 9",55.313506,37.175961,Москва
3275,13550,3275М_Химкинский16,"Москва б-р Химкинский, д. 16, к. 1",55.851965,37.443030,Москва
3283,13558,3283М_Базовская15,"Москва ул. Базовская, д. 15, к. 8",55.878056,37.507906,Москва
3284,13559,3284МТ_Валовая35,"Москва ул. Валовая, д. 35",55.729366,37.626232,Москва
3286,13561,3286Ш_Андропова38,"Москва пр-т Андропова, д. 38",55.674082,37.661608,Москва
3294,13569,3294Ш_Озёрная31,"Москва ул. Озёрная, д. 31",55.672900,37.450396,Москва
3296,13571,3296М_Чистопрудный9,"Москва б-р Чистопрудный, д. 9, стр. 1",55.762870,37.643668,Москва
3309,13584,3309Ш_Новорогожская6,"Москва ул. Новорогожская, д. 6, стр. 1",55.741166,37.682278,Москва
3326,13603,3326Ш_АдмиралаЛазарева58,"Москва ул. Адмирала Лазарева, д. 58",55.541428,37.512074,Москва
3337,13614,3337М_3йПавелецкий3,"Москва пр. 3-й Павелецкий, д. 3",55.710960,37.643883,Москва
3339,13616,3339МТ_Профсоюзная65эт8,"Москва ул. Профсоюзная, д. 65, к. 1 этаж 8",55.653321,37.537893,Москва
3340,13617,3340М_Недорубова7,"Москва ул. Недорубова, д. 7",55.700644,37.930509,Москва
3342,13619,3342МТ_Мира69эт5,"Москва пр-т Мира, д. 69, стр. 1 этаж 5",55.786419,37.634209,Москва
3346,13623,3346М_БольшаяОчаковская11,"Москва ул. Большая Очаковская, д. 11",55.683666,37.458544,Москва
3350,13627,3350М_Новоясеневский11,"Москва пр-т Новоясеневский, д. 11",55.606670,37.536284,Москва
3352,13629,3352Ш_Юрьевский22,"Москва пер. Юрьевский, д. 22, к. 1",55.762530,37.717447,Москва
3353,13630,3353Ш_11яПарковая9,"Москва ул. 11-я Парковая, д. 9/35",55.792002,37.805230,Москва
3354,13631,3354Ш_Люсиновская70,"Москва ул. Люсиновская, д. 70, стр. 2",55.714825,37.620761,Москва
3357,13634,3357М_Снайперская8,"Москва ул. Снайперская, д. 8",55.722172,37.811905,Москва
3359,13636,3359МТ_Чермянская2эт2,"Москва ул. Чермянская, д. 2 этаж 2",55.885070,37.635134,Москва
3371,13648,3371МТ_Цветной32,"Москва б-р Цветной , д. 32  стр. 1 этаж 2",55.772887,37.622037,Москва
3380,13657,3380М_Буденного29,"Москва пр-т Буденного, д. 29/1",55.768036,37.730697,Москва
3383,13660,3383М_пКрёкшино2,"Москва Крёкшино, ул. Озерная д. 2",55.596727,37.114282,Москва
3396,13673,3396МТ_Нахимовский58,"Москва пр-т Нахимовский, д. 58",55.683787,37.554169,Москва
3404,13681,3404М_Сретенка26,"Москва ул. Сретенка, д. 26/1",55.770259,37.632772,Москва
3406,13683,3406_Продукты_Офис_Щепкина,"Москва ул. Щепкина, д. 42, стр. 2А, 7 этаж",55.782547,37.629834,Москва
3434,13713,3434М_НародногоОполчения23,"Москва ул. Народного Ополчения, д. 23, к. 1",55.779084,37.478441,Москва
3439,13718,3439М_Ореховый45,"Москва б-р Ореховый, д. 45",55.614582,37.742690,Москва
3441,13720,3441МТ_Ленинградский36с10,"Москва пр-т Ленинградский, д. 36, стр. 10",55.788515,37.567482,Москва
3442,13721,3442МТ_Андропова18к2,"Москва пр-т Андропова, д. 18, к. 2, этаж 4",55.695611,37.662371,Москва
3443,13722,3443МТ_СмоленскаяСенная28,"Москва пл. Смоленская-Сенная, д. 28",55.744145,37.584640,Москва
3457,13735,3457МТ_Пресненская6_эт30,"Москва наб. Пресненская, д. 6, стр. 2",55.748143,37.540488,Москва
3462,13740,3462М_Дмитровское107,"Москва ш. Дмитровское, д. 107, к. 2",55.879707,37.541889,Москва
3463,13741,3463М_Комсомольский27,"Москва пр-т Комсомольский, д. 27, стр. 5",55.726046,37.581487,Москва
3475,13753,3475Ш_Фортунатовская33,"Москва ул. Фортунатовская, д. 33/44",55.783767,37.739016,Москва
3481,13757,3481М_Варшавскоешоссе141,"Москва ул. Варшавское шоссе, д. 141, к. 9",55.588949,37.600810,Москва
3486,13762,3486М_Новокосинская15,"Москва ул. Новокосинская, д. 15ас1",55.737730,37.854584,Москва
3491,13767,3491Ш_Вернадского54,"Москва пр-т Вернадского, д. 54",55.673656,37.494791,Москва
3503,13779,3503Ш_Рижский7,"Москва пр. Рижский, д. 7",55.814143,37.660611,Москва
3532,13808,3532Ш_Ягодная4,"Москва ул. Ягодная, д. 4",55.577541,37.675792,Москва
3533,13809,3533Ш_Смольная35,"Москва ул. Смольная, д. 35, стр. 1",55.860822,37.481235,Москва
3534,13810,3534М_Пречистенка31,"Москва ул. Пречистенка, д. 31/16",55.740051,37.590237,Москва
3540,13816,3540МТ_Петровка7,"Москва ул. Петровка, д. 7 этаж 6",55.762237,37.617069,Москва
3569,13845,3569МТ_Новорязанская24,"Москва ул. Новорязанская, д. 24",55.771591,37.665336,Москва
