N,id_TT,name_TT,address,latitude,longitude,region_tt
6656,18028,6656М_Полярная27,"Москва ул. Полярная, д. 27 к. 5",55.882969,37.638907,Москва
6657,18034,6657МТ_Авиамоторная53эт1,"Москва ул. Авиамоторная, д. 53 к. 26",55.744591,37.729601,Москва
6660,18044,6660М_БольшаяФилевская3к3,"Москва ул. Большая Филёвская, д. 3 к. 3",55.749152,37.518695,Москва
6661,18046,6661МТ_Гоголевский11эт1,"Москва б-р Гоголевский, д. 11 эт1",55.745848,37.599471,Москва
6663,18050,6663М_Лобненская13,"Москва ул. Лобненская, д. 13 к. 3",55.887579,37.526492,Москва
6667,18082,6667Ж_Филимонковское_165кв-л_9,"Москва ул. 165 кв-л, д. 9",55.557674,37.311180,Москва
6669,18088,6669М_Толбухина7,"Москва ул. Толбухина, д. 7",55.720306,37.400973,Москва
6670,18090,6670Ж_Пятницкое38,"Москва ш. Пятницкое, д. 38",55.854911,37.360861,Москва
6674,18098,6674МТ_Андропова18к1эт6,"Москва пр-т Андропова , д. 18 к. 1",55.695022,37.662740,Москва
6675,18100,6675Ж_Вертолетчиков2,"Москва ул. Вертолетчиков, д. 2А к. 3",55.700101,37.941990,Москва
6676,18102,6676Ш_Яворки1,"Москва ул. Яворки, д. 1 к. 1",55.509044,37.345509,Москва
6679,18130,6679Ш_Рязановское31,"Москва ш. Рязановское, д. 31 к. 2",55.477332,37.528361,Москва
6680,18154,6680М_26БакинскихКомиссаров12,"Москва ул. 26-ти Бакинских Комиссаров, д. 12 к2",55.660429,37.488610,Москва
6681,18160,6681МТ_1-йКрасногвардейский22эт5,"Москва пр. 1-й Красногвардейский, д. 22 стр. 1",55.751133,37.533724,Москва
6684,18174,6684МТ_МаршалаНовикова14эт1,"Москва ул. Маршала Новикова, д. 14 к. 2",55.805265,37.463188,Москва
6691,18192,6691МТ_Партийный1к57с3эт1,"Москва пер. Партийный, д. 1 к. 57 стр. 3",55.719500,37.630176,Москва
6694,18204,6694ДС_Наметкина3,"Москва Только для курьеров, ул. Наметкина, д. 3",55.666307,37.546148,Москва
6696,18208,6696М_ББронная17,"Москва ул. Большая Бронная, д. 17",55.762753,37.600253,Москва
6698,18212,6698МТ_2-яЗвенигородская12эт1,"Москва ул. 2-я Звенигородская, д. 12 стр. 2",55.757257,37.555687,Москва
6701,18218,6701М_Складочная6,"Москва ул. Складочная, д. 6 к. 1",55.802057,37.596794,Москва
6702,18222,6702_Ш_Ком_ПотаповскаяРоща24,"Москва ул. Потаповская Роща, д. 24 к. 2",55.550687,37.509361,Москва
6703,18224,6703М_Амундсена15,"Москва ул. Амундсена, д. 15 к. 1",55.853819,37.655544,Москва
6710,18242,6710Ш_Панферова4,"Москва ул. Панферова, д. 4",55.683183,37.541557,Москва
6716,18254,6716МТ_Дубининская94эт1,"Москва ул. Дубининская, д. 94",55.714911,37.632484,Москва
6717,18256,6717М_Викторенко11,"Москва ул. Викторенко, д. 11",55.795444,37.526905,Москва
6718,18258,6718МТ_Образцова21эт1,"Москва ул. Образцова, д. 21А",55.790828,37.609452,Москва
6719,18260,6719МТ_2-яПрядильная1эт4,"Москва ул. 2-я Прядильная, д. 1",55.795322,37.771319,Москва
6726,18276,6726Ж_Веласкеса8,"Сосенское б-р Веласкеса, д. 8",55.592637,37.461122,Москва
6727,18278,6727МТ_ВасилисыКожиной1эт10,"Москва ул. Василисы Кожиной, д. 1",55.737527,37.505166,Москва
6728,18282,6728М_БольшаяОчаковская2новый,"Москва ул. Большая Очаковская, д. 2",55.692024,37.467509,Москва
6729,18286,6729Ш_Береговой3,"Москва пр. Береговой, д. 3",55.757379,37.508867,Москва
6730,18288,6730М_ВерхняяРадищевская17,"Москва ул. Верхняя Радищевская, д. 17/2 стр. 2",55.743264,37.652732,Москва
6739,18314,6739М_Новосередневский19,"Москва пр-кт. Новосередневский, д. 19",55.567494,37.286220,Москва
6741,18320,6741МТ_НижнийСусальный5стр3эт1,"Москва пер. Нижний Сусальный, д. 5 стр. 3А",55.760094,37.662776,Москва
6742,18326,6742Ж_Сельскохозяйственная38,"Москва ул. Сельскохозяйственная, д. 38 к. 2",55.847240,37.630975,Москва
6747,18362,6747МТ_ИванаФранко8эт19,"Москва ул. Ивана Франко, д. 8",55.727891,37.449650,Москва
6751,18388,6751М_Сельскохозяйственная37,"Москва ул. Сельскохозяйственная, д. 37",55.854178,37.623573,Москва
6756,18412,6756МТ_Неверовского10эт1,"Москва ул. Неверовского, д. 10 стр. 3А",55.739134,37.510673,Москва
6758,18416,6758МТ_Партизанская41эт1,"Москва ул. Партизанская, д. 41",55.739382,37.404941,Москва
6763,18426,6763МТ_Трубная35эт1,"Москва ул. Трубная , д. 35",55.772887,37.624606,Москва
6764,18428,6764МТ_Бирюсинка6эт2,"Москва ул. Бирюсинка, д. 6",55.815099,37.777877,Москва
6768,18448,6768М_Волоколамское71,"Москва ш. Волоколамское, д. 71/13 к. 1",55.815418,37.426132,Москва
6771,18464,6771МТ_1-йЗемельный7эт5,"Москва пер. 1-й Земельный , д. 7/2 стр. 1-2",55.769423,37.559371,Москва
6772,18478,6772МТ_МалаяДмитровка16эт1,"Москва ул. Малая Дмитровка, д. 16 стр. 10",55.770983,37.606766,Москва
6776,18488,6776Ш_Сосен_Ясеневая5новая,"Сосенки ул. Ясеневая, д. 5",55.568766,37.442176,Москва
6779,18496,6779МТ_Варшавское26эт5,"Москва ш. Варшавское, д. 26",55.684503,37.621947,Москва
6780,18498,6780МТ_Пресненская10блСэт55,"Москва наб. Пресненская, д. 10",55.746593,37.537380,Москва
6781,18500,6781МТ_Варшавское25эт3,"Москва ш. Варшавское, д. 25 стр. 6",55.694515,37.623034,Москва
6783,18506,6783ДС_Береговой4,"Москва Только для курьеров, пр. Береговой, д. 4 к. 6 стр. 1",55.757590,37.505731,Москва
6787,18514,6787МТ_Пресненская10блСэт10,"Москва наб. Пресненская, д. 10",55.746593,37.537380,Москва
6789,18518,6789М_Берзарина30,"Москва ул. Берзарина, д. 30Б",55.789315,37.471857,Москва
6791,18522,6791МТ_НижняяСыромятническая10эт4,"Москва ул. Нижняя Сыромятническая, д. 10 стр. 9",55.752886,37.667734,Москва
6792,18526,6792МТ_Нобеля3эт1,"Москва ул. Нобеля, д. 3",55.684503,37.340433,Москва
6795,18536,6795МТ_Чистопрудный8эт1,"Москва б-р Чистопрудный, д. 8 стр. 1",55.762682,37.640659,Москва
6796,18540,6796М_26БакинскихКомиссаров7,"Москва ул. 26-ти Бакинских Комиссаров, д. 7 к. 6",55.655493,37.484667,Москва
6797,18542,6797Ш_9Северная3,"Москва линия 9-Я Северная, д. 3А",55.936666,37.552534,Москва
6801,18556,6801МТ_8Марта10эт3,"Москва ул. 8 Марта, д. 10 стр. 14",55.802761,37.554169,Москва
6803,18560,6803МТ_Холодильный3эт1,"Москва пер. Холодильный, д. 3А",55.709972,37.625208,Москва
6805,18566,6805Ш_Ладожская11,"Москва ул. Ладожская, д. 11к 6",55.771797,37.684100,Москва
6806,18568,6806Ш_Измайловский5,"Москва пр. Измайловский, д. 5А",55.795818,37.765839,Москва
6807,18572,6807Ш_Крёк_МедоваяДолина7,"Москва Марушкинское п., д. Крёкшино, ул. Медовая Долина, д. 7 к. 1",55.584528,37.126472,Москва
6816,18604,6816МТ_1-яТверскаяЯмская21эт7,"Москва ул. 1-я Тверская-Ямская, д. 21",55.774527,37.587093,Москва
99323,18618,99323И_ОплатаЯндексТаксиНалТерминал,"Москва ул. Кулакова, д. 20, к. 1",55.803479,37.390514,Москва
99322,18620,99322И_ОплатаЛайфПэй,"Москва ул. Кулакова, д. 20, к. 1",55.803479,37.390514,Москва
6827,18648,6827МТ_Крылатская15эт4,"Москва ул. Крылатская, д. 15",55.769838,37.426492,Москва
6834,18672,6834МТ_Зел_КонструтораЛукина14эт5,"Зеленоград ул. Конструтора Лукина, д. 14 стр. 1",56.007514,37.156934,Москва
6841,18686,6841Ш_Логинова5,"Рязановское ул. Логинова, д. 5 к. 2",55.496999,37.516952,Москва
6846,18700,6846МТ_Ленинградский72к3эт2,"Москва пр-т Ленинградский, д. 72 к. 3",55.804951,37.520842,Москва
6849,18708,6849Ш_Рублевское70,"Москва ш. Рублёвское, д. 70 к. 6",55.770775,37.376635,Москва
6850,18712,6850ДС_Зел_2йЗападный2,"Зеленоград Только для курьеров, пр. 2-й Западный, д. 2Б",56.006497,37.197565,Москва
6852,18716,6852Ж_Ком_Фитаревская6,"Коммунарка ул. Фитарёвская, д. 6",55.570624,37.487200,Москва
6854,18720,6854МТ_Пресненская6эт23,"Москва наб. Пресненская, д. 6 стр. 2",55.748179,37.540245,Москва
6857,18730,6857М_Кок_Школьная6,"Москва ул. Школьная, д. 6",55.602210,37.163465,Москва
6859,18734,6859ДС_Соколово-Мещерская40,"Москва Только для курьеров, ул. Соколово-Мещерская, д. 40",55.906532,37.388313,Москва
6861,18738,6861МТ_Садовническая82эт4,"Москва ул. Садовническая, д. 82 стр. 2",55.735525,37.642474,Москва
6862,18740,6862МТ_Тверской26эт1,"Москва б-р Тверской, д. 26",55.762611,37.603999,Москва
6864,18746,6864МТ_МожайскийВал8эт14,"Москва ул. Можайский Вал, д. 8С",55.743684,37.555148,Москва
6865,18748,6865МТ_Ярцевская19эт8,"Москва ул. Ярцевская, д. 19",55.738596,37.411014,Москва
6866,18752,6866МТ_Саввинская23эт3,"Москва наб. Саввинская, д. 23 стр. 1",55.731642,37.559604,Москва
6870,18764,6870МТ_8Марта1эт9,"Москва ул. 8 Марта, д. 1 стр. 12",55.800863,37.554717,Москва
6871,18772,6871М_Ленинский107,"Москва пр-т Ленинский, д. 107 к. 1",55.663705,37.514778,Москва
6874,18780,6874Ж_КартмазовскиеПруды2,"Московский ул. Картмазовские Пруды, д. 2 к. 2",55.614312,37.385448,Москва
6876,18784,6876Ж_Ленинский119,"Москва пр-т Ленинский, д. 119",55.651460,37.488583,Москва
6877,18786,6877Ж_Ореховый24,"Москва б-р Ореховый, д. 24 к. 3",55.612528,37.749885,Москва
6882,18806,6882МТ_Шарикоподшипниковская5эт1,"Москва ул. Шарикоподшипниковская, д. 5",55.722537,37.668507,Москва
6886,18826,6886МТ_Открытое18эт4,"Москва ш. Открытое, д. 18 стр. 1",55.817193,37.744010,Москва
6887,18828,6887Ж_Щер_40ЛетОктября15,"Щербинка ул. 40 лет Октября, д. 15 к 1",55.512041,37.573663,Москва
6888,18830,6888МТ_Новинский13эт1,"Москва б-р Новинский, д. 13 стр. 4",55.754015,37.581496,Москва
6889,18834,6889М_Окская7,"Москва ул. Окская, д. 7А",55.716296,37.769460,Москва
6890,18838,6890М_6яРадиальная3,"Москва ул. 6-Я Радиальная, д. 3 к. 5",55.605714,37.661832,Москва
6893,18844,6893М_СерпуховскийВал21,"Москва ул. Серпуховский Вал, д. 21 к. 1",55.710859,37.610350,Москва
6894,18846,6894Ж_Рязан_Остафьевское14,"Рязановское ш. Остафьевское, д. 14 к. 2",55.499290,37.521318,Москва
6905,18878,6905Ш_Дыбенко7,"Москва ул. Дыбенко, д. 7/1 стр. 1",55.878536,37.479115,Москва
6906,18888,6906Ж_Новозаводская8,"Москва ул. Новозаводская, д. 8",55.752080,37.508032,Москва
6907,18890,6907Ж_Щер_Южный6,"Щербинка  Южный кв-л, д. 6",55.494706,37.553136,Москва
6908,18892,6908Ж_Сос_МалоеПонизовье3,"Сосенское ул. Малое Понизовье, д. 3",55.602266,37.415712,Москва
6911,18900,6911Ж_НаташиКачуевской3,"Москва ул. Наташи Качуевской, д. 3",55.712462,37.878623,Москва
6912,18902,6912Ш_БольшаяПочтовая28,"Москва ул. Большая Почтовая, д. 28",55.779256,37.698061,Москва
6913,18904,6913Ж_Скандинавский23,"Сосенское б-р Скандинавский, д. 23 к. 1",55.554348,37.512757,Москва
6915,18908,6915МТ_БПочтовая35эт1,"Москва ул. Большая Почтовая, д. 35 стр. 1",55.776381,37.692429,Москва
6916,18910,6916Ж_Коптевская22,"Москва ул. Коптевская, д. 22",55.831858,37.519890,Москва
6918,18914,6918Ш_Таллинская14,"Москва ул. Таллинская, д. 14",55.798702,37.400423,Москва
6919,18916,6919Ж_Веерная4,"Москва ул. Веерная, д. 4 к. 1",55.712234,37.489518,Москва
6920,18918,6920Ш_Нарвская5,"Москва ул. Нарвская, д. 5А",55.832293,37.504456,Москва
6921,18920,6921Ж_МРокоссовского36,"Москва б-р Маршала Рокоссовского, д. 36/1",55.818063,37.714950,Москва
6927,18936,6927МТ_Цветной2эт1,"Москва б-р Цветной, д. 2",55.768025,37.623483,Москва
6928,18942,6928Ж_КраснаяСосна3,"Москва ул. Красная Сосна, д. 3",55.849994,37.683239,Москва
6931,18948,6931МТ_Ленинградский35эт7,"Москва пр-т Ленинградский, д. 35 стр. 1",55.789461,37.551735,Москва
6936,18968,6936Ш_Фестивальная29,"Москва ул. Фестивальная, д. 29",55.858316,37.480040,Москва
6937,18970,6937Ж_5яКожуховская18,"Москва ул. 5-я Кожуховская, д. 18 к. 1",55.704900,37.673106,Москва
6938,18978,6938Ш_1йКотляковский2,"Москва пер. 1-Й Котляковский, д. 2А к. 3",55.649027,37.631038,Москва
6939,18980,6939М_Протопоповский16,"Москва пер. Протопоповский, д. 16",55.779327,37.640372,Москва
6949,19070,6949Ж_Муравская42,"Москва ул. Муравская, д. 42 к. 1",55.860752,37.372440,Москва
6950,19072,6950МТ_Краснопролетарская4эт4,"Москва ул. Краснопролетарская , д. 4",55.774740,37.608481,Москва
6951,19074,6951МТ_1-йГолутвинский3эт6,"Москва пер. 1-ый Голутвинский, д. 3-5 стр. 1",55.739245,37.613988,Москва
6953,19078,6953Ш_СамуилаМаршака22,"Москва ул. Самуила Маршака, д. 22",55.635518,37.322179,Москва
6955,19084,6955Ж_Исаковского2,"Москва ул. Исаковского, д. 2 к. 1",55.819095,37.396865,Москва
6965,19150,6965ДС_7яКожуховская9,"Москва Только для курьеров, ул. 7-я Кожуховская, д. 9",55.709670,37.672330,Москва
6966,19152,6966Ш_Авиаторов7,"Москва ул. Авиаторов, д. 7 к. 2",55.641102,37.401249,Москва
6969,19158,6969Ш_Феодосийская2,"Москва ул. Феодосийская, д. 2",55.563666,37.580319,Москва
6970,19166,6970МТ_Новоорловская5эт2,"Москва ул. Новоорловская , д. 5",55.635721,37.365739,Москва
6976,19178,6976Ш_Производственная10,"Москва ул. Производственная, д. 10 к. 1",55.644704,37.385870,Москва
6977,19180,6977Ж_Недорубова18,"Москва ул. Недорубова, д. 18 к. 2",55.701841,37.936160,Москва
6978,19182,6978Ж_Вертолётчиков4,"Москва ул. Вертолётчиков, д. 4 к. 5",55.703479,37.945179,Москва
6981,19188,6981МТ_Каширское3эт1,"Москва ш. Каширское, д. 3 к. 2 стр. 16",55.672961,37.630571,Москва
6986,19204,6986М_Пресненская10,"Москва наб. Пресненская, д. 10 стр. 2, башня IQ, вход 1",55.747443,37.534245,Москва
6988,19210,6988Ш_1яМашиностроения10,"Москва ул. 1-я Машиностроения, д. 10",55.714044,37.670142,Москва
6990,19214,6990Ж_Изюмская43,"Москва ул. Изюмская, д. 43 к. 3",55.548726,37.570689,Москва
6993,19220,6993Ж_ТатьянинПарк14,"Москва ул. Татьянин Парк, д. 14 к. 4",55.652110,37.424623,Москва
6996,19226,6996Ш_Красноказарменная14,"Москва ул. Красноказарменная, д. 14А к. 6",55.751670,37.712030,Москва
6998,19230,6998Ж_СимоновскийВал16,"Москва ул. Симоновский Вал, д. 16",55.723024,37.662812,Москва
7000,19234,7000Ж_Лухмановская15,"Москва ул. Лухмановская, д. 15 к. 2",55.721838,37.892556,Москва
7003,19240,7003Ж_Изюмская50,"Москва ул. Изюмская, д. 50",55.543801,37.559308,Москва
7011,19270,7011Ж_Дмитровское73,"Москва ш. Дмитровское, д. 73Б",55.856124,37.555723,Москва
7012,19272,7012Ж_Проходчиков4,"Москва ул. Проходчиков, д. 4 стр. 2",55.874809,37.720537,Москва
7013,19274,7013Ш_Зел_355,"Москва ул. к. , д. к355 к. 355",55.993369,37.222853,Москва
7017,19298,7017Ж_АкВолгина31,"Москва ул. Академика Волгина, д. 31 к. 3",55.642438,37.510457,Москва
7020,19304,7020Ж_Заповедная18,"Москва ул. Заповедная, д. 18 к. 2",55.867925,37.638764,Москва
7021,19306,7021Ж_Красноказарменная15,"Москва ул. Красноказарменная, д. 15 к. 1",55.755636,37.705958,Москва
7028,19320,7028Ш_Твардовского12,"Москва ул. Твардовского, д. 12",55.794037,37.397593,Москва
7033,19332,7033Ж_Мичуринский56,"Москва пр-т Мичуринский, д. 56",55.695804,37.485664,Москва
7036,19338,7036Ш_Удальцова27,"Москва ул. Удальцова, д. 27",55.674174,37.509801,Москва
7039,19344,7039МТ_2яМелитопольская4эт2,"Москва ул. 2-я Мелитопольская, д. 4А",55.537261,37.571165,Москва
7040,19346,7040МТ_Ленинградский80эт7,"Москва пр-т Ленинградский, д. 80 к. 37",55.809216,37.512173,Москва
7043,19354,7043Ж_Дмитриевского23,"Москва ул. Дмитриевского, д. 23 к. 1",55.711022,37.896805,Москва
7048,19394,7048Ж_Саларьевская9,"Москва ул. Саларьевская, д. 9",55.617225,37.417473,Москва
99165,19400,99165И_ИндийскаяЛавка,"Москва ул. Кулакова, д. 20, к. 1",55.803479,37.390514,Москва
7050,19408,7050Ж_Дмитровское124,"Москва ш. Дмитровское, д. 124А",55.924850,37.548555,Москва
7054,19432,7054МТ_Ленинградский36с41эт5,"Москва пр-т Ленинградский, д. 36 стр. 41",55.789947,37.570051,Москва
7056,19438,7056М_Южнобутовская91,"Москва ул. Южнобутовская, д. 91",55.534693,37.522081,Москва
7062,19476,7062Ш_Довженко6,"Москва ул. Довженко, д. 6",55.721812,37.513619,Москва
7066,19484,7066Ж_Мостовая5,"Москва ул. Мостовая, д. 5 к. 3",55.531545,37.378603,Москва
7070,19492,7070М_Профсоюзная16,"Москва ул. Профсоюзная, д. 16/10",55.684275,37.568938,Москва
7077,19526,7077Ш_Гарибальди7,"Москва ул. Гарибальди, д. 7",55.677280,37.537389,Москва
7079,19530,7079Ш_Паршина10,"Москва ул. Паршина, д. 10",55.790362,37.458085,Москва
7083,19542,7083М_Литовский22,"Москва б-р Литовский, д. 22",55.611968,37.537586,Москва
7084,19544,7084Ж_Цимлянская3,"Москва ул. Цимлянская, д. 3 к. 2",55.669986,37.773143,Москва
7086,19556,7086МТ_Крылатская17к1эт3,"Москва ул. Крылатская, д. 17 к. 1",55.770552,37.424138,Москва
7090,19600,7090МТ_Станиславского21стр3эт1,"Москва ул. Станиславского, д. 21 стр. 3",55.746106,37.663404,Москва
7092,19604,7092Ж_Дубравная39,"Москва ул. Дубравная, д. 39",55.843636,37.356926,Москва
7094,19608,7094Ж_Вернадского61,"Москва пр-т Вернадского, д. 61 к. 1",55.671798,37.502777,Москва
7095,19610,7095Ш_Никулинская27,"Москва ул. Никулинская, д. 27",55.669168,37.450531,Москва
7097,19614,7097Ж_Зеленоградская17,"Москва ул. Зеленоградская, д. 17 к. 1",55.870491,37.499345,Москва
7098,19616,7098Ж_Старокрымская15,"Москва ул. Старокрымская, д. 15 к. 1",55.557953,37.557277,Москва
7100,19620,7100МТ_Вавилова38эт1,"Москва ул. Вавилова, д. 38 к. 1",55.695357,37.567042,Москва
7102,19638,7102Ш_АлександрыМонаховой87к3,"Москва ул. Александры Монаховой, д. 87 к. 3",55.550132,37.489203,Москва
7104,19642,7104Ш_БорисовскиеПруды7,"Москва ул. Борисовские Пруды, д. 7 к. 2",55.636463,37.715597,Москва
7105,19644,7105Ж_Русаковская25,"Москва ул. Русаковская, д. 25 стр. 1",55.786510,37.676502,Москва
7106,19646,7106М_3-яХорошевская25,"Москва ул. 3-я Хорошёвская, д. 25 к. 5",55.785685,37.492545,Москва
7110,19654,7110Ж_Омская18,"Москва ул. Омская, д. 18",55.620169,37.263052,Москва
7118,19672,7118МТ_МалаяДмитровка20эт5,"Москва ул. Малая Дмитровка , д. 20",55.771844,37.605256,Москва
7120,19676,7120Ж_Волоколамское81,"Москва ш. Волоколамское, д. 81/2 стр. 1",55.824976,37.412478,Москва
7126,19688,7126МТ_Сретенский11эт-1,"Москва б-р Сретенский, д. 11",55.766957,37.636275,Москва
7127,19690,7127Ж_Лазоревый3,"Москва пр. Лазоревый, д. 3",55.849004,37.636464,Москва
7129,19694,7129Ж_ПавлаКорчагина11,"Москва ул. Павла Корчагина, д. 11",55.817314,37.659649,Москва
7132,19706,7132Ш_Пятницкое27,"Москва ш. Пятницкое, д. 27 к. 2",55.849074,37.361786,Москва
7136,19728,7136МТ_4-ыйГолутвинский1,"Москва пер. 4-ый Голутвинский , д. 1/8 стр. 1,2",55.738890,37.612811,Москва
7137,19734,7137М_Лобачевского120,"Москва ул. Лобачевского, д. 120 к. 1",55.696123,37.469817,Москва
7142,19752,7142Ж_Донецкая34,"Москва ул. Донецкая, д. 34 к. 3",55.643917,37.702616,Москва
7150,19774,7150МТ_Звенигородское18эт5,"Москва ш. Звенигородское , д. 18/20 к. 1",55.764323,37.556119,Москва
7153,19780,7153Ж_Поляны5,"Москва ул. Поляны, д. 5А к. 5",55.554557,37.557628,Москва
7154,19788,7154Ж_Новотушинский8,"Москва пр. Новотушинский, д. 8 к. 1",55.838314,37.380525,Москва
7155,19798,7155Ж_АлександрыМонаховой90,"Москва ул. Александры Монаховой, д. 90 к. 3",55.543180,37.481460,Москва
7157,19800,7157МТ_Большой46эт1,"Москва б-р Большой, д. 46 стр. 2",55.684315,37.350386,Москва
7158,19801,7158МТ_Нагорный6эт1,"Москва пр. Нагорный, д. 6 стр. 6",55.689207,37.616072,Москва
7159,19802,7159МТ_Аминьевское6эт14,"Москва ш. Аминьевское, д. 6",55.707299,37.456828,Москва
7160,19803,7160МТ_Дербеневская7стр4эт4,"Москва наб. Дербеневская, д. 7 стр. 4",55.724170,37.651592,Москва
7161,19805,7161М_Зел_2309,Москва к. 2309А,55.964524,37.187109,Москва
7164,19808,7164ДС_Чермянская5,"Москва Только для курьеров, ул. Чермянская, д. 5Б стр. 1",55.882732,37.619477,Москва
7166,19810,7166Ш_Скобелевская23,"Москва ул. Скобелевская, д. 23 к. 4",55.548294,37.559460,Москва
7174,19821,7174МТ_Большая Якиманка17эт1,"Москва ул. Большая Якиманка, д. 17/2 стр. 1",55.737953,37.615659,Москва
7175,19822,7175МТ_Краснопролетарская2эт1,"Москва ул. Краснопролетарская, д. 2/4 стр. 13",55.773763,37.608922,Москва
99069,19826,99069И_ОплатаГиперСсылки,"Москва ул. Кулакова, д. 20, к. 1",55.803479,37.390514,Москва
7182,19834,7182Ш_ВнуковскаяБ19,"Москва ул. Внуковская Б, д. 19/8",55.610982,37.295811,Москва
7186,19841,7186Ш_Серебрякова11,"Москва пр. Серебрякова, д. 11 к. 1",55.847861,37.650055,Москва
7188,19844,7188Ш_Каширский25Новый,"Москва пр. Каширский, д. 25 к. 2",55.654035,37.624391,Москва
7199,19859,7199МТ_Фрунзенская54-1,"Москва наб. Фрунзенская, д. 54",55.716286,37.578118,Москва
7205,19866,7205Ж_Бутлерова24,"Москва ул. Бутлерова, д. 24",55.648123,37.537254,Москва
7209,19877,7209Ш_Саларьевская13,"Москва ул. Саларьевская, д. 13 к. 3",55.612746,37.411562,Москва
7214,19884,7214Ж_Чонгарский26,"Москва б-р Чонгарский, д. 26А к. 1",55.654579,37.600774,Москва
7215,19885,7215МТ_Лужники24эт1,"Москва ул. Лужники, д. 24 стр. 7",55.714739,37.561329,Москва
7216,19886,7216МТ_Пресненский Вал16эт1,"Москва ул. Пресненский Вал, д. 16 стр. 2",55.767246,37.566297,Москва
7218,19888,7218Ш_Магеллана2,"Москва пр-т Магеллана, д. 2",55.591513,37.447306,Москва
7226,19919,7226Ж_Вавилова60,"Москва ул. Вавилова, д. 60 к. 5",55.688923,37.552831,Москва
7232,19931,7232Ж_АкадемикаЧеренкова15,"Москва ул. Академика Черенкова, д. 15",55.465917,37.285708,Москва
7237,19938,7237Ш_Гурьянова55,"Москва ул. Гурьянова, д. 55",55.680422,37.717070,Москва
7241,19942,7241Ж_ДмитрияДонского16,"Москва б-р Дмитрия Донского, д. 16",55.564053,37.570941,Москва
7242,19943,7242Ш_Мукомольный2,"Москва пр. Мукомольный, д. 2",55.751330,37.526896,Москва
7246,19947,7246Ж_Челюскинская13,"Москва ул. Челюскинская, д. 13",55.883807,37.706766,Москва
7247,19948,7247МТ_Павелецкая2эт10,"Москва пл. Павелецкая, д. 2 стр. 3",55.729696,37.636311,Москва
7256,19963,7256М_Рабочая13,"Москва ул. Рабочая, д. 13",55.744546,37.683024,Москва
7259,19968,7259Ж_Плетешковский10,"Москва пер. Плетешковский, д. 10",55.770395,37.675091,Москва
7262,19976,7262Ж_ВасилияБотылева14,"Москва ул. Василия Ботылёва, д. 14А",55.787938,37.355651,Москва
7263,19979,7263Ш_Ленинградское69,"Москва ш. Ленинградское, д. 69 к. 2",55.868713,37.456819,Москва
7264,19980,7264М_Победы1,"Москва пл. Победы, д. 1 к. Б",55.735596,37.519539,Москва
7265,19983,7265Ж_Брусилова15,"Москва ул. Брусилова, д. 15",55.501738,37.580625,Москва
7266,19999,7266ДС_Варшавское95,"Москва Только для курьеров, ш. Варшавское, д. 95 к. 1",55.640274,37.621947,Москва
7267,20003,7267Ж_Новомихайловское1,"Москва ш. Новомихайловское, д. 1 к. 4",55.606853,37.472548,Москва
7279,20033,7279Ж_Тихомирова2,"Москва ул. Тихомирова, д. 2",55.882863,37.646148,Москва
7280,20034,7280МТ_Большой5эт1,"Москва б-р Большой, д. 5",55.706599,37.375467,Москва
7286,20042,7286МТ_НижнийСусальный5стр6эт1,"Москва пер. Нижний Сусальный, д. 5 стр. 6",55.758904,37.663755,Москва
7287,20043,7287МТ_ИванаФранко4эт1,"Москва ул. Ивана Франко, д. 4 к. 10",55.728839,37.456576,Москва
7295,20053,7295Ж_Куприна24,"Москва пр-т Куприна, д. 24 к. 2",55.544560,37.478738,Москва
98958,20065,98958_УчебныйЦентр,"Москва пр-т Мира, д. 64",55.786040,37.635844,Москва
7313,20082,7313Ж_МаршалаСавицкого32,"Москва ул. Маршала Савицкого, д. 32",55.502773,37.602085,Москва
7315,20084,7315ДС_Профсоюзная152,"Москва Только для курьеров, ул. Профсоюзная, д. 152 к. 2",55.622497,37.505391,Москва
7317,20091,7317Ж_Чароитовая1,"Москва ул. Чароитовая, д. 1 к. 1",55.512164,37.353090,Москва
7318,20093,7318МТ_Крылатская15эт6,"Москва ул. Крылатская, д. 15",55.769838,37.426492,Москва
7329,20105,7329Ж_Изюмская47,"Москва ул. Изюмская, д. 47 к. 1",55.547677,37.567887,Москва
7335,20111,7335Ж_БольшаяОчаковская3,"Москва ул. Большая Очаковская, д. 3",55.688563,37.465910,Москва
7338,20117,7338Ш_Шверника6,"Москва ул. Шверника, д. 6 к. 2",55.693551,37.581730,Москва
7344,20137,7344Ш_Веневская7,"Москва ул. Венёвская, д. 7",55.547066,37.546004,Москва
7346,20139,7346МТ_Ломоносовский7эт1,"Москва пр-т Ломоносовский, д. 7 к. 5",55.684599,37.545518,Москва
7347,20140,7347Ж_Янковского1,"Москва ул. Янковского, д. 1 к. 2",55.696423,37.473770,Москва
7351,20145,7351Ж_Нагатинская14,"Москва наб. Нагатинская, д. 14 к. 1",55.683199,37.648277,Москва
7354,20150,7354МТ_БольшаяПолянка2эт1,"Москва ул. Большая Полянка, д. 2/10 стр. 1",55.741784,37.615084,Москва
7361,20161,7361Ш_Беловежская71,"Москва ул. Беловежская, д. 71",55.707527,37.395940,Москва
7363,20163,7363Ш_Михневская8,"Москва ул. Михневская, д. 8",55.579694,37.671094,Москва
7367,20176,7367М_Энтузиастов1,"Москва ш. Энтузиастов, д. 1 к. 2",55.747713,37.688333,Москва
